clip_name,clip_stem,scenario_id,behavior_class,active_start_sec,active_end_sec,use_manual,notes
LE02_leaning_to_neighbor_take07.mp4,LE02_leaning_to_neighbor_take07,LE02,leaning_to_neighbor,4,9,TRUE,
LE02_leaning_to_neighbor_take08.mp4,LE02_leaning_to_neighbor_take08,LE02,leaning_to_neighbor,4,9,TRUE,
LE03_leaning_to_neighbor_take01.mp4,LE03_leaning_to_neighbor_take01,LE03,leaning_to_neighbor,5,9,TRUE,
LE03_leaning_to_neighbor_take02.mp4,LE03_leaning_to_neighbor_take02,LE03,leaning_to_neighbor,4,9,TRUE,
LE03_leaning_to_neighbor_take03.mp4,LE03_leaning_to_neighbor_take03,LE03,leaning_to_neighbor,4,9,TRUE,
LE03_leaning_to_neighbor_take04.mp4,LE03_leaning_to_neighbor_take04,LE03,leaning_to_neighbor,2,8,TRUE,
LE03_leaning_to_neighbor_take05.mp4,LE03_leaning_to_neighbor_take05,LE03,leaning_to_neighbor,4,9,TRUE,
LE03_leaning_to_neighbor_take06.mp4,LE03_leaning_to_neighbor_take06,LE03,leaning_to_neighbor,4,9,TRUE,
LE03_leaning_to_neighbor_take07.mp4,LE03_leaning_to_neighbor_take07,LE03,leaning_to_neighbor,4,9,TRUE,
LE03_leaning_to_neighbor_take08.mp4,LE03_leaning_to_neighbor_take08,LE03,leaning_to_neighbor,3,9,TRUE,
LE04_leaning_to_neighbor_take01.mp4,LE04_leaning_to_neighbor_take01,LE04,leaning_to_neighbor,4,9,TRUE,
LE04_leaning_to_neighbor_take02.mp4,LE04_leaning_to_neighbor_take02,LE04,leaning_to_neighbor,4,9,TRUE,
LE04_leaning_to_neighbor_take03.mp4,LE04_leaning_to_neighbor_take03,LE04,leaning_to_neighbor,4,9,TRUE,
LE04_leaning_to_neighbor_take04.mp4,LE04_leaning_to_neighbor_take04,LE04,leaning_to_neighbor,4,8,TRUE,
LE04_leaning_to_neighbor_take05.mp4,LE04_leaning_to_neighbor_take05,LE04,leaning_to_neighbor,3,8,TRUE,
LE04_leaning_to_neighbor_take06.mp4,LE04_leaning_to_neighbor_take06,LE04,leaning_to_neighbor,4,9,TRUE,
LE04_leaning_to_neighbor_take07.mp4,LE04_leaning_to_neighbor_take07,LE04,leaning_to_neighbor,4,9,TRUE,
LE04_leaning_to_neighbor_take08.mp4,LE04_leaning_to_neighbor_take08,LE04,leaning_to_neighbor,4,9,TRUE,
LE05_leaning_to_neighbor_take01.mp4,LE05_leaning_to_neighbor_take01,LE05,leaning_to_neighbor,5,9,TRUE,
LE05_leaning_to_neighbor_take02.mp4,LE05_leaning_to_neighbor_take02,LE05,leaning_to_neighbor,4,9,TRUE,
LE05_leaning_to_neighbor_take03.mp4,LE05_leaning_to_neighbor_take03,LE05,leaning_to_neighbor,3,8,TRUE,
LE05_leaning_to_neighbor_take04.mp4,LE05_leaning_to_neighbor_take04,LE05,leaning_to_neighbor,5,9,TRUE,
LE05_leaning_to_neighbor_take05.mp4,LE05_leaning_to_neighbor_take05,LE05,leaning_to_neighbor,4,8,TRUE,
LE05_leaning_to_neighbor_take06.mp4,LE05_leaning_to_neighbor_take06,LE05,leaning_to_neighbor,4,9,TRUE,
LE05_leaning_to_neighbor_take07.mp4,LE05_leaning_to_neighbor_take07,LE05,leaning_to_neighbor,3,8,TRUE,
LE05_leaning_to_neighbor_take08.mp4,LE05_leaning_to_neighbor_take08,LE05,leaning_to_neighbor,5,9,TRUE,
LE06_leaning_to_neighbor_take01.mp4,LE06_leaning_to_neighbor_take01,LE06,leaning_to_neighbor,4,8,TRUE,
LE06_leaning_to_neighbor_take02.mp4,LE06_leaning_to_neighbor_take02,LE06,leaning_to_neighbor,3,8,TRUE,
LE06_leaning_to_neighbor_take03.mp4,LE06_leaning_to_neighbor_take03,LE06,leaning_to_neighbor,4,9,TRUE,
LE06_leaning_to_neighbor_take04.mp4,LE06_leaning_to_neighbor_take04,LE06,leaning_to_neighbor,3,9,TRUE,
LE06_leaning_to_neighbor_take05.mp4,LE06_leaning_to_neighbor_take05,LE06,leaning_to_neighbor,4,9,TRUE,
LE06_leaning_to_neighbor_take06.mp4,LE06_leaning_to_neighbor_take06,LE06,leaning_to_neighbor,1,8,TRUE,
LE06_leaning_to_neighbor_take07.mp4,LE06_leaning_to_neighbor_take07,LE06,leaning_to_neighbor,4,9,TRUE,
LE06_leaning_to_neighbor_take08.mp4,LE06_leaning_to_neighbor_take08,LE06,leaning_to_neighbor,6,9,TRUE,
LE07_leaning_to_neighbor_take01.mp4,LE07_leaning_to_neighbor_take01,LE07,leaning_to_neighbor,4,8,TRUE,
LE07_leaning_to_neighbor_take02.mp4,LE07_leaning_to_neighbor_take02,LE07,leaning_to_neighbor,4,9,TRUE,
LE07_leaning_to_neighbor_take03.mp4,LE07_leaning_to_neighbor_take03,LE07,leaning_to_neighbor,4,9,TRUE,
LE07_leaning_to_neighbor_take04.mp4,LE07_leaning_to_neighbor_take04,LE07,leaning_to_neighbor,4,7,TRUE,
LE07_leaning_to_neighbor_take05.mp4,LE07_leaning_to_neighbor_take05,LE07,leaning_to_neighbor,4,9,TRUE,
LE07_leaning_to_neighbor_take06.mp4,LE07_leaning_to_neighbor_take06,LE07,leaning_to_neighbor,3,9,TRUE,
LE07_leaning_to_neighbor_take07.mp4,LE07_leaning_to_neighbor_take07,LE07,leaning_to_neighbor,2,8,TRUE,
LE07_leaning_to_neighbor_take08.mp4,LE07_leaning_to_neighbor_take08,LE07,leaning_to_neighbor,4,9,TRUE,
LE08_leaning_to_neighbor_take01.mp4,LE08_leaning_to_neighbor_take01,LE08,leaning_to_neighbor,4,9,TRUE,
LE08_leaning_to_neighbor_take02.mp4,LE08_leaning_to_neighbor_take02,LE08,leaning_to_neighbor,4,9,TRUE,
LE08_leaning_to_neighbor_take03.mp4,LE08_leaning_to_neighbor_take03,LE08,leaning_to_neighbor,4,9,TRUE,
LE08_leaning_to_neighbor_take05.mp4,LE08_leaning_to_neighbor_take05,LE08,leaning_to_neighbor,4,9,TRUE,
LE08_leaning_to_neighbor_take06.mp4,LE08_leaning_to_neighbor_take06,LE08,leaning_to_neighbor,4,9,TRUE,
LE08_leaning_to_neighbor_take07.mp4,LE08_leaning_to_neighbor_take07,LE08,leaning_to_neighbor,4,9,TRUE,
LE08_leaning_to_neighbor_take08.mp4,LE08_leaning_to_neighbor_take08,LE08,leaning_to_neighbor,4,9,TRUE,
T01_talking_to_neighbor_take01.mp4,T01_talking_to_neighbor_take01,T01,talking_to_neighbor,4,9,TRUE,
T01_talking_to_neighbor_take03.mp4,T01_talking_to_neighbor_take03,T01,talking_to_neighbor,2,8,TRUE,
T01_talking_to_neighbor_take04.mp4,T01_talking_to_neighbor_take04,T01,talking_to_neighbor,4,9,TRUE,
T01_talking_to_neighbor_take05.mp4,T01_talking_to_neighbor_take05,T01,talking_to_neighbor,4,9,TRUE,
T01_talking_to_neighbor_take06.mp4,T01_talking_to_neighbor_take06,T01,talking_to_neighbor,3,8,TRUE,
T02_talking_to_neighbor_take01.mp4,T02_talking_to_neighbor_take01,T02,talking_to_neighbor,3,9,TRUE,
T02_talking_to_neighbor_take02.mp4,T02_talking_to_neighbor_take02,T02,talking_to_neighbor,4,9,TRUE,
T02_talking_to_neighbor_take03.mp4,T02_talking_to_neighbor_take03,T02,talking_to_neighbor,4,9,TRUE,
T02_talking_to_neighbor_take04.mp4,T02_talking_to_neighbor_take04,T02,talking_to_neighbor,4,9,TRUE,
T02_talking_to_neighbor_take05.mp4,T02_talking_to_neighbor_take05,T02,talking_to_neighbor,3,9,TRUE,
T02_talking_to_neighbor_take06.mp4,T02_talking_to_neighbor_take06,T02,talking_to_neighbor,4,9,TRUE,Bharghav was looking sideways to luki from starting
T03_talking_to_neighbor_take01.mp4,T03_talking_to_neighbor_take01,T03,talking_to_neighbor,4,9,TRUE,
T03_talking_to_neighbor_take02.mp4,T03_talking_to_neighbor_take02,T03,talking_to_neighbor,4,9,TRUE,
T03_talking_to_neighbor_take03.mp4,T03_talking_to_neighbor_take03,T03,talking_to_neighbor,4,9,TRUE,
T03_talking_to_neighbor_take04.mp4,T03_talking_to_neighbor_take04,T03,talking_to_neighbor,4,9,TRUE,
T03_talking_to_neighbor_take05.mp4,T03_talking_to_neighbor_take05,T03,talking_to_neighbor,4,9,TRUE,
T03_talking_to_neighbor_take06.mp4,T03_talking_to_neighbor_take06,T03,talking_to_neighbor,3,9,TRUE,
T04_talking_to_neighbor_take01.mp4,T04_talking_to_neighbor_take01,T04,talking_to_neighbor,4,9,TRUE,
T04_talking_to_neighbor_take02.mp4,T04_talking_to_neighbor_take02,T04,talking_to_neighbor,4,9,TRUE,
T04_talking_to_neighbor_take03.mp4,T04_talking_to_neighbor_take03,T04,talking_to_neighbor,5,9,TRUE,
T04_talking_to_neighbor_take04.mp4,T04_talking_to_neighbor_take04,T04,talking_to_neighbor,4,9,TRUE,
T04_talking_to_neighbor_take05.mp4,T04_talking_to_neighbor_take05,T04,talking_to_neighbor,1,9,TRUE,
T04_talking_to_neighbor_take06.mp4,T04_talking_to_neighbor_take06,T04,talking_to_neighbor,3,9,TRUE,Bharghav was looking sideways to chandan from starting
T05_talking_to_neighbor_take01.mp4,T05_talking_to_neighbor_take01,T05,talking_to_neighbor,4,9,TRUE,
T05_talking_to_neighbor_take02.mp4,T05_talking_to_neighbor_take02,T05,talking_to_neighbor,5,9,TRUE,
T05_talking_to_neighbor_take03.mp4,T05_talking_to_neighbor_take03,T05,talking_to_neighbor,5,9,TRUE,
T05_talking_to_neighbor_take04.mp4,T05_talking_to_neighbor_take04,T05,talking_to_neighbor,6,9,TRUE,for starting 2 sec A3 and a4 were taking in the video
T05_talking_to_neighbor_take05.mp4,T05_talking_to_neighbor_take05,T05,talking_to_neighbor,4,9,TRUE,
T05_talking_to_neighbor_take06.mp4,T05_talking_to_neighbor_take06,T05,talking_to_neighbor,4,9,TRUE,
T06_talking_to_neighbor_take01.mp4,T06_talking_to_neighbor_take01,T06,talking_to_neighbor,4,9,TRUE,
T06_talking_to_neighbor_take02.mp4,T06_talking_to_neighbor_take02,T06,talking_to_neighbor,4,9,TRUE,
T06_talking_to_neighbor_take03.mp4,T06_talking_to_neighbor_take03,T06,talking_to_neighbor,4,8,TRUE,
T06_talking_to_neighbor_take04.mp4,T06_talking_to_neighbor_take04,T06,talking_to_neighbor,3,8,TRUE,
T06_talking_to_neighbor_take05.mp4,T06_talking_to_neighbor_take05,T06,talking_to_neighbor,3,9,TRUE,
T06_talking_to_neighbor_take06.mp4,T06_talking_to_neighbor_take06,T06,talking_to_neighbor,4,9,TRUE,
T07_talking_to_neighbor_take01.mp4,T07_talking_to_neighbor_take01,T07,talking_to_neighbor,4,9,TRUE,
T07_talking_to_neighbor_take02.mp4,T07_talking_to_neighbor_take02,T07,talking_to_neighbor,5,9,TRUE,
T07_talking_to_neighbor_take04.mp4,T07_talking_to_neighbor_take04,T07,talking_to_neighbor,4,9,TRUE,
T07_talking_to_neighbor_take05.mp4,T07_talking_to_neighbor_take05,T07,talking_to_neighbor,4,9,TRUE,
T07_talking_to_neighbor_take06.mp4,T07_talking_to_neighbor_take06,T07,talking_to_neighbor,3,8,TRUE,
T08_talking_to_neighbor_take01.mp4,T08_talking_to_neighbor_take01,T08,talking_to_neighbor,4,8,TRUE,
T08_talking_to_neighbor_take02.mp4,T08_talking_to_neighbor_take02,T08,talking_to_neighbor,3,9,TRUE,
T08_talking_to_neighbor_take03.mp4,T08_talking_to_neighbor_take03,T08,talking_to_neighbor,3,9,TRUE,
T08_talking_to_neighbor_take04.mp4,T08_talking_to_neighbor_take04,T08,talking_to_neighbor,4,9,TRUE,
T08_talking_to_neighbor_take05.mp4,T08_talking_to_neighbor_take05,T08,talking_to_neighbor,3,9,TRUE,
T08_talking_to_neighbor_take06.mp4,T08_talking_to_neighbor_take06,T08,talking_to_neighbor,4,9,TRUE,
LD01_looking_down_take01.mp4,LD01_looking_down_take01,LD01,looking_down,5,9,TRUE,
LD01_looking_down_take02.mp4,LD01_looking_down_take02,LD01,looking_down,3,9,TRUE,
LD01_looking_down_take03.mp4,LD01_looking_down_take03,LD01,looking_down,4,9,TRUE,
LD01_looking_down_take04.mp4,LD01_looking_down_take04,LD01,looking_down,4,9,TRUE,
LD01_looking_down_take05.mp4,LD01_looking_down_take05,LD01,looking_down,5,9,TRUE,
LD01_looking_down_take06.mp4,LD01_looking_down_take06,LD01,looking_down,3,9,TRUE,
LD01_looking_down_take07.mp4,LD01_looking_down_take07,LD01,looking_down,3,9,TRUE,
LD01_looking_down_take08.mp4,LD01_looking_down_take08,LD01,looking_down,4,9,TRUE,
LD02_looking_down_take01.mp4,LD02_looking_down_take01,LD02,looking_down,4,8,TRUE,
LD02_looking_down_take02.mp4,LD02_looking_down_take02,LD02,looking_down,3,9,TRUE,
LD02_looking_down_take03.mp4,LD02_looking_down_take03,LD02,looking_down,4,8,TRUE,
LD02_looking_down_take04.mp4,LD02_looking_down_take04,LD02,looking_down,3,8,TRUE,
LD02_looking_down_take05.mp4,LD02_looking_down_take05,LD02,looking_down,3,8,TRUE,
LD02_looking_down_take06.mp4,LD02_looking_down_take06,LD02,looking_down,4,9,TRUE,
LD02_looking_down_take08.mp4,LD02_looking_down_take08,LD02,looking_down,3,8,TRUE,
LD03_looking_down_take01.mp4,LD03_looking_down_take01,LD03,looking_down,4,8,TRUE,
LD03_looking_down_take03.mp4,LD03_looking_down_take03,LD03,looking_down,4,9,TRUE,
LD03_looking_down_take04.mp4,LD03_looking_down_take04,LD03,looking_down,4,9,TRUE,
LD03_looking_down_take06.mp4,LD03_looking_down_take06,LD03,looking_down,0,4,TRUE,
LD03_looking_down_take07.mp4,LD03_looking_down_take07,LD03,looking_down,3,9,TRUE,"looks like just looking in a sideay down , not proper looking down "
LD03_looking_down_take08.mp4,LD03_looking_down_take08,LD03,looking_down,4,8,TRUE,
LD04_looking_down_take01.mp4,LD04_looking_down_take01,LD04,looking_down,3,9,TRUE,
LD04_looking_down_take02.mp4,LD04_looking_down_take02,LD04,looking_down,4,9,TRUE,
LD04_looking_down_take03.mp4,LD04_looking_down_take03,LD04,looking_down,3,8,TRUE,
LD04_looking_down_take04.mp4,LD04_looking_down_take04,LD04,looking_down,4,9,TRUE,
LD04_looking_down_take05.mp4,LD04_looking_down_take05,LD04,looking_down,3,9,TRUE,
LD04_looking_down_take06.mp4,LD04_looking_down_take06,LD04,looking_down,4,9,TRUE,
LD04_looking_down_take07.mp4,LD04_looking_down_take07,LD04,looking_down,4,9,TRUE,
LD04_looking_down_take08.mp4,LD04_looking_down_take08,LD04,looking_down,5,9,TRUE,
LD05_looking_down_take01.mp4,LD05_looking_down_take01,LD05,looking_down,5,9,TRUE,
LD05_looking_down_take03.mp4,LD05_looking_down_take03,LD05,looking_down,2,8,TRUE,
LD05_looking_down_take04.mp4,LD05_looking_down_take04,LD05,looking_down,4,9,TRUE,
LD05_looking_down_take05.mp4,LD05_looking_down_take05,LD05,looking_down,3,8,TRUE,
LD05_looking_down_take06.mp4,LD05_looking_down_take06,LD05,looking_down,2,8,TRUE,
LD05_looking_down_take07.mp4,LD05_looking_down_take07,LD05,looking_down,3,9,TRUE,
LD05_looking_down_take08.mp4,LD05_looking_down_take08,LD05,looking_down,3,9,TRUE,
LD06_looking_down_take01.mp4,LD06_looking_down_take01,LD06,looking_down,4,9,TRUE,
LD06_looking_down_take02.mp4,LD06_looking_down_take02,LD06,looking_down,4,9,TRUE,
LD06_looking_down_take04.mp4,LD06_looking_down_take04,LD06,looking_down,4,8,TRUE,
LD06_looking_down_take05.mp4,LD06_looking_down_take05,LD06,looking_down,4,8,TRUE,
LD06_looking_down_take06.mp4,LD06_looking_down_take06,LD06,looking_down,3,9,TRUE,
LD06_looking_down_take07.mp4,LD06_looking_down_take07,LD06,looking_down,5,9,TRUE,
